专家,工作,单位
22827,工作,内蒙古农业大学
22830,工作,浙江大学
22831,工作,北京师范大学
22855,工作,北京航空航天大学
22859,工作,山东大学
22868,工作,中国矿业大学
22872,工作,中国社会科学院
22875,工作,山东师范大学历山学院
22877,工作,沈阳工程学院
22883,工作,山东建筑大学
22886,工作,清华大学
22887,工作,福建师范大学
22889,工作,北京师范大学
22895,工作,电子科技大学
22908,工作,沈阳航空航天大学
22921,工作,上海市建筑科学研究院(集团)有限公司
22923,工作,中原工学院
22928,工作,山东大学
22930,工作,吉林大学
22933,工作,南京林业大学
22936,工作,大连理工大学
22937,工作,北京朝阳医院
22941,工作,武警总医院
22944,工作,河海大学
22945,工作,吉林大学
22951,工作,江苏大学
22957,工作,西北工业大学
22958,工作,清华大学
22959,工作,中国科学院长春应用化学研究所
22961,工作,解放军总医院
22963,工作,大连理工大学
22967,工作,吉林大学
22969,工作,北京大学第三医院
22970,工作,西安电子科技大学
22981,工作,哈尔滨工业大学
22984,工作,浙江理工大学
22985,工作,吉林大学
22988,工作,吉林大学
23007,工作,北京市预防医学研究中心
23011,工作,太原理工大学
23014,工作,吉林大学
23025,工作,中国科学院
23030,工作,上海大学
23032,工作,山东大学
23042,工作,首都医科大学
23044,工作,长安大学
23049,工作,上海理工大学
23056,工作,北京安贞医院
23065,工作,北京友谊医院
23075,工作,徐州工程学院
23076,工作,北京大学
23080,工作,东北林业大学
23083,工作,黑龙江省电子技术研究所
23085,工作,北京大学人民医院
23094,工作,清华大学
23099,工作,空军总医院
23101,工作,北京化工大学
23102,工作,国家海洋信息中心
23104,工作,中央民族大学
23106,工作,中国科学院
23122,工作,海军总医院
23124,工作,北京工业大学
23126,工作,解放军总医院
23128,工作,宁夏大学新华学院
23136,工作,浙江大学
23139,工作,大连理工大学
23143,工作,云南警官学院
23145,工作,对外经济贸易大学
23149,工作,武汉大学
23155,工作,哈尔滨理工大学
23158,工作,北京中医药大学第三附属医院
23161,工作,辽宁医学院
23162,工作,中国科学院上海硅酸盐研究所
23163,工作,河南科技学院
23164,工作,中国科学院
23172,工作,沈阳药科大学
23177,工作,南京林业大学
23178,工作,东北林业大学
23180,工作,北京安贞医院
23182,工作,吉林大学
23184,工作,北京军区总医院
23185,工作,中国科学院
23187,工作,江苏大学
23194,工作,哈尔滨工业大学
23215,工作,北京科技大学
23222,工作,中国科学院
23228,工作,山西农业大学
23229,工作,天津工业大学
23233,工作,南京工程学院
23235,工作,中国矿业大学
23237,工作,西北工业大学
23243,工作,厦门大学
23246,工作,甘肃农业大学
23249,工作,中北大学信息商务学院
23253,工作,对外经济贸易大学
23263,工作,厦门大学
23264,工作,杭州电子科技大学
23272,工作,三峡大学
23275,工作,安徽大学
23279,工作,上海理工大学
23289,工作,首都医科大学
23291,工作,北京工业大学
23295,工作,北京中医医院
23297,工作,南开大学
23302,工作,石河子大学
23307,工作,天津大学
23312,工作,天津理工大学
23322,工作,中国农业大学
23325,工作,河南农业大学
23330,工作,兰州大学
23333,工作,中国科学院
23338,工作,北京军区总医院
23339,工作,中国科学院
23343,工作,南京中医药大学翰林学院
23346,工作,天津大学
23357,工作,上海大学
23359,工作,南京大学
23367,工作,中国科学院长春应用化学研究所
23370,工作,厦门大学
23373,工作,中国政法大学
23375,工作,中国科学院
23388,工作,中国科学院长春应用化学研究所
23389,工作,卫生部北京医院
23390,工作,中国科学院
23391,工作,昆明医科大学
23393,工作,南京大学
23401,工作,中国科学院大连化学物理研究所
23403,工作,浙江财经大学
23407,工作,西安建筑科技大学
23411,工作,中国人民大学
23419,工作,北京中日友好医院
23420,工作,重庆邮电大学
23427,工作,吉林大学
23428,工作,海军总医院
23430,工作,武警总医院
23433,工作,四川大学
23434,工作,四川大学
23435,工作,北京工商大学
23439,工作,哈尔滨理工大学
23440,工作,华北电力大学
23441,工作,中国科学院
23447,工作,广东财经大学
23454,工作,中国石油大学(北京)
23456,工作,北京航空航天大学
23458,工作,中国科学院
23459,工作,中国农业大学
23461,工作,北京大学人民医院
23468,工作,北京同仁医院
23469,工作,西北农林科技大学
23471,工作,河北工业大学
23473,工作,华中科技大学
23476,工作,中国矿业大学
23478,工作,中国科学院自动化研究所
23480,工作,上海交通大学
23497,工作,湖北工业大学
23499,工作,吉林大学
23502,工作,吉林大学
23503,工作,大连民族学院
23504,工作,中国刑事警察学院
23507,工作,四川农业大学
23510,工作,西南民族大学
23514,工作,黄河水利委员会黄河水利科学研究院
23516,工作,西安石油大学
23520,工作,中国地质大学
23527,工作,西安交通大学
23531,工作,中国科学院
23533,工作,清华大学
23539,工作,太原理工大学
23544,工作,中国科学院
23547,工作,武汉大学
23550,工作,重庆大学
23552,工作,西南石油大学
23560,工作,广州医学院
23569,工作,四川大学
23572,工作,中国农业大学
23579,工作,西北大学
23585,工作,中国科学院长春应用化学研究所
23588,工作,西南政法大学
23597,工作,西南交通大学
23598,工作,中国科学院
23603,工作,华东师范大学
23607,工作,四川农业大学
23612,工作,重庆邮电大学
23617,工作,北京大学第三医院
23628,工作,华中科技大学
23629,工作,湖南大学
23631,工作,武汉大学
23638,工作,北京军区总医院
23640,工作,中国科学院
23643,工作,西南科技大学
23646,工作,中国地质大学（北京）
23648,工作,吉林大学
23649,工作,中国科学院广州能源研究所
23650,工作,福建中医药大学
23659,工作,广西工学院
23662,工作,中国人民大学
23669,工作,塔里木大学
23672,工作,厦门大学
23675,工作,东北林业大学
23676,工作,兰州大学
23681,工作,上海中医药大学
23682,工作,北京协和医院
23683,工作,中国科学院
23684,工作,中国石油大学（华东）
23686,工作,北京大学口腔医院
23696,工作,东北大学
23703,工作,吉林大学
23705,工作,中国社会科学院
23707,工作,兰州理工大学
23719,工作,太原理工大学
23721,工作,燕山大学
23723,工作,华东理工大学
23731,工作,复旦大学
23737,工作,中国科学院
23739,工作,哈尔滨工业大学
23740,工作,中国农业大学
23743,工作,中国科学院山西煤炭化学研究所
23751,工作,湘潭大学
23752,工作,山西师范大学
23754,工作,东南大学
23756,工作,北京化工大学
23758,工作,辽宁大学
23761,工作,郑州轻工业学院
23762,工作,青岛理工大学
23771,工作,中国科学院上海生命科学研究院
23773,工作,南通市环境科学研究所（南通市环境监测中心站）
23782,工作,河南省林业科学研究院
23789,工作,中国人民武装警察部队学院
23792,工作,华中农业大学
23796,工作,上海海洋大学
23797,工作,沈阳建筑大学
23799,工作,南京财经大学
23800,工作,苏州热工研究院有限公司
23804,工作,北京地坛医院
23806,工作,北京友谊医院
23811,工作,哈尔滨工业大学
23815,工作,长春中医药大学
23820,工作,南京师范大学
23826,工作,山东大学
23827,工作,北京交通大学
23828,工作,吉林大学
23833,工作,哈尔滨工业大学
23839,工作,南京航空航天大学
23840,工作,济南大学泉城学院
23849,工作,清华大学
23852,工作,海军总医院
23854,工作,武汉科技大学城市学院
23857,工作,中南大学
23863,工作,华北电力大学
23866,工作,西北大学
23869,工作,毕节学院
23874,工作,海南医学院
23878,工作,东北林业大学
23882,工作,南京农业大学
23883,工作,黑龙江大学
23892,工作,西北大学
23895,工作,山西大学商务学院
23896,工作,南京中医药大学翰林学院
23902,工作,湖南大学
23903,工作,燕山大学
23905,工作,中南大学
23906,工作,东南大学
23908,工作,合肥工业大学
23918,工作,空军总医院
23926,工作,南开大学
23931,工作,华南理工大学
23932,工作,大连海洋大学
23936,工作,青岛农业大学
23938,工作,华东师范大学
23941,工作,武警总医院
23943,工作,中国矿业大学
23944,工作,西安交通大学
23946,工作,东南大学
23947,工作,华南理工大学
23955,工作,北方工业大学
23964,工作,山西医科大学
23982,工作,哈尔滨工业大学
23988,工作,南京大学
23991,工作,中南财经政法大学
23997,工作,东北林业大学
23999,工作,四川大学
24012,工作,湘潭大学
24015,工作,中国科学院
24019,工作,厦门大学
24020,工作,北京军区总医院
24028,工作,黄河水利委员会黄河水利科学研究院
24030,工作,北京协和医院
24033,工作,苏州市计量测试研究所
24041,工作,厦门大学
24043,工作,北京工业大学
24046,工作,海南医学院
24049,工作,华中农业大学
24051,工作,大连海事大学
24055,工作,武汉大学
24058,工作,吉林大学
24059,工作,复旦大学
24063,工作,北京协和医院
24064,工作,西北农林科技大学
24066,工作,苏州大学
24067,工作,厦门大学
24073,工作,河海大学
24078,工作,中国科学院
24081,工作,天津工业大学
24085,工作,中国科学院国家天文台
24097,工作,北京大学
24098,工作,武警总医院
24099,工作,中国科学院电子学研究所
24105,工作,中国科学院
24108,工作,浙江师范大学
24111,工作,武汉大学
24112,工作,山东大学
24113,工作,广东外语外贸大学
24114,工作,陕西科技大学
24115,工作,广东工业大学
24117,工作,西北农林科技大学
24121,工作,江南大学
24122,工作,中国科学院
24124,工作,河南省交通科学技术研究院有限公司
24130,工作,北京语言大学
24131,工作,北京师范大学
24134,工作,北京大学第三医院
24136,工作,北京中日友好医院
24139,工作,长春大学
24141,工作,解放军302医院
24142,工作,安徽师范大学
24143,工作,西南科技大学
24145,工作,四川农业大学
24153,工作,首都医科大学
24154,工作,中国科学院南海海洋研究所
24156,工作,吉林大学
24157,工作,东北大学
24160,工作,汕头大学
24161,工作,北京工业大学
24169,工作,广东第二师范学院
24178,工作,厦门大学
24183,工作,重庆大学
24185,工作,中国医学科学院生物医学工程研究所
24188,工作,长沙医学院
24189,工作,云南省寄生虫病防治所
24190,工作,西安交通大学
24193,工作,西北大学
24196,工作,北京博爱医院
24197,工作,南京航空航天大学
24198,工作,复旦大学
24205,工作,中国科学院
24208,工作,北京中日友好医院
24212,工作,哈尔滨工程大学
24216,工作,河南农业大学
24227,工作,复旦大学
24229,工作,同济大学
24231,工作,陕西师范大学
24237,工作,北京工业大学
24241,工作,苏州大学
24244,工作,北京阜外医院
24245,工作,吉林省蚕业科学研究院
24246,工作,佳木斯大学
24247,工作,内蒙古农业大学
24251,工作,内蒙古工业大学
24254,工作,南京大学
24261,工作,武汉理工大学
24263,工作,西南交通大学
