单位
湖南省机械研究所
武汉科技大学
新疆畜牧科学院中-澳绵羊育种研究中心
山东社会科学院
江苏省疾病预防控制中心
山东硅苑新材料科技股份有限公司
苏州市科技服务中心
宁夏回族自治区环境监测中心站
吉林省产品质量监督检验院
安徽工程大学
武汉区域气候中心
中国海洋大学
黑龙江省林业科学研究所
中国科学院上海生命科学研究院
湖南省森林植物园
青海大学财经学院
北京农业智能装备技术研究中心
湖南省血吸虫病防治所
安徽省农业科学院农业工程研究所
湖南省结核病防治所
太原科技大学
中国科学院新疆理化技术研究所
北京市丰台中西医结合医院
南京市水产科学研究所
河北省农业机械化研究所有限公司
山东工业陶瓷研究设计院
中国气象局
克拉玛依市第二人民医院
上海超级计算中心
黑龙江省第一地质勘察院
山东省交通科学研究所
广西壮族自治区畜牧研究所
常州大学
中国科学院南京地理与湖泊研究所
北京市环境卫生设计科学研究所
重庆文理学院
荆州农业科学院
江西省建筑材料工业科学研究设计院
山西省农业机械化科学研究院
山东省寄生虫病防治研究所
中国医学科学院皮肤病研究所
张家口市林业科学研究所
青海建筑职业技术学院
湖南省建筑科学研究院
上海微小卫星工程中心
北京口腔医院
北京机床研究所
新疆畜牧科学院畜牧科学研究所
中国科学院北京基因组研究所
武汉市规划研究院
中国中医科学院眼科医院
天津理工大学
中央音乐学院
湖南省粮油科学设计研究院
北京政法职业学院
安徽工业大学工商学院
深圳市环境科学研究院
北华大学
商洛学院
重庆三峡学院
云南省热带作物科学研究所
河北省机械科学研究设计院
红河哈尼族彝族自治州农业科学研究所
长春机械研究所
深圳地铁有限公司
湖南省计量检测研究院
南京市畜牧家禽科学研究所
德宏后谷咖啡有限公司
临沂市林业科学研究所
中国科学院国家天文台
中国人民解放军第二军医大学
廊坊师范学院
国家体育总局运动医学研究所
解放军总医院第一附属医院
宁夏回族自治区民族艺术研究所
山西省农业科学院农业环境与资源研究所
深圳信息职业技术学院
第二炮兵总医院
南京森林警察学院
山东省农业可持续发展研究所
湖南省食品药品检验研究院
广西壮族自治区机械工业研究院
东华理工大学长江学院
常州机电职业技术学院
川北医学院
贵州省农业科学院
天津科技大学
西北有色金属研究院
国家体育总局体育科学研究所
西北民族大学
浙江财经大学
军事医学科学院
中国医学科学院生物医学工程研究所
中国刑事警察学院
甘肃省水利科学研究院
新疆科技情报研究所
广东省水利水电科学研究院
国家海洋局
西安建筑科技大学
中国农业科学院作物科学研究所
上海内燃机研究所
广西红树林研究中心
西北农林科技大学
广西科学院
安徽林业职业技术学院
中国科学院宁波材料技术与工程研究所
中国地质调查局水文地质环境地质调查中心
河北农业大学
上海市环境科学研究院
海南省地质环境监测总站
湘南学院
重庆市教育科学研究院
汕头大学医学院
重庆车辆检测研究院有限公司
南方科技大学
云南烟草科学研究院
山西省地方病防治研究所
成都职业技术学院
黑龙江省农业科学院克山分院
北京市肿瘤防治研究所
浙江工贸职业技术学院
山西省交通科学研究院
湖南人文科技学院
山东省环境保护科学研究设计院
聊城市农业科学研究院
中国水产科学研究院渔业机械仪器研究所
北京市太阳能研究所集团有限公司
广西壮族自治区农业科学院水稻研究所
中国人民武装警察部队北京市总队医院
河南理工大学
江苏省安全生产科学研究院
绥化学院
黑龙江大庆人民医院
新疆财经大学
安徽理工大学
黑龙江省地质科学研究所
哈尔滨工业大学
延安大学
天津音乐学院
云南大学
北京市创伤骨科研究所
河北交通职业技术学院
中国水产科学研究院南海水产研究所
国家测绘局卫星测绘应用中心
中国疾病预防控制中心性病艾滋病预防控制中心
中国科学院上海光学精密机械研究所
湖南医药工业研究所
河南省建筑科学研究院有限公司
天津职业技术师范大学
中国地质科学院水文地质环境地质研究所
北京大学
北京民众眼科医院
浙江大学
大连海事大学
河南省气候中心
广州海洋地质调查局
山东省农业科学院农业资源与环境研究所
江西省陶瓷研究所
司法部司法鉴定科学技术研究所
中国动物疫病预防控制中心
哈尔滨医科大学
江西省科学院微生物研究所
厦门市海洋与渔业研究所
中国科学院成都文献情报中心
山西省农业科学院果树研究所
华南理工大学
广州市果树科学研究所
哈尔滨理工大学
湖南省微生物研究所
河南省农科院
浙江万里学院
中国地质科学院岩溶地质研究所
北京农业职业学院
中国航天科技集团公司
河北省农林科学院经济作物研究所
吉林省广播电视研究所
北京中医药大学
杭州轴承试验研究中心有限公司
深圳清华大学研究院
中国科学院微电子研究所
徐州工程学院
忻州师范学院
广东省实验动物监测所
长安大学
湖北民族学院
河北工程大学科信学院
辽宁工程技术大学
中原工学院
天津市市容环境工程设计研究所
四川省建筑科学研究院
辽宁建筑职业技术学院
昆明电器科学研究所
国家半干旱农业工程技术研究中心
中国人事科学研究院
福建省测试技术研究所
北京大学深圳研究生院
宁夏回族自治区水产研究所
安徽机电职业技术学院
新疆维吾尔自治区环境保护科学研究院
河北软件职业技术学院
西安交通大学
中国林业科学研究院资源昆虫研究所
中国林业科学研究院热带林业研究所
河南城建学院
太原市市容环境卫生科学研究所
盐城卫生职业技术学院
山东省农业科学院畜牧兽医研究所
东北财经大学
湖南科技大学
天津财经大学
济南市规划设计研究院
教育部语言文字应用研究所
国家地质实验测试中心
湖北省科技信息研究院
延边大学
中国科学院生态环境研究中心
江苏省地质调查研究院
北京市劳动保护科学研究所
安徽交通职业技术学院
湖南工学院
农业部南京农业机械化研究所
海军总医院
上海中医药大学
兰州大学
南京医科大学附属第三医院
上海材料研究所
山东省食品发酵工业研究设计院
医科院肿瘤医院
安徽省交通科学研究所
天津科润农业科技股份有限公司黄瓜研究所
天津市检测技术研究所
广东省农业科学院
黑龙江省第五地质勘察院
广东省机械研究所
安徽省农业科学院作物研究所
北京市医疗器械检验所
北京绿山谷芽菜有限责任公司
宁夏建筑科学研究院
云南省畜牧兽医科学院
南京师范大学
济南市勘察测绘研究院
北京吉利大学
中冶华天工程技术有限公司
首都医科大学附属北京胸科医院
青海省文物考古研究所
河北金融学院
山东临沂市沂水中心医院
北京安定医院
四川省农业科学院土壤肥料研究所
沧州市农林科学院
西安理工大学
江苏省血液中心
中海油常州涂料化工研究院
安徽省医学科学研究院
中国科学院、教育部水土保持与生态环境研究中心
青岛市建筑科学研究所有限责任公司
海西州动物疫病预防控制中心
贵州省水产研究所
中国科学院物理研究所
咸阳师范学院
上海大同中学
广东外语外贸大学
天津市环境保护科学研究院
天津市市政工程研究院
内蒙古工业大学
安徽省产品质量监督检验研究院
上海市特种设备监督检验技术研究院
中国中医科学院广安门医院
浙江海洋学院
北京工业职业技术学院
宁波市微循环与莨菪类药研究所
北京市自动测试技术研究所
济南果品研究所
湖南机电职业技术学院
苏州科技学院
天津市水利科学研究院
浙江省冶金研究院有限公司
中国地震局地质研究所
中国地质科学院勘探技术研究所
广西壮族自治区药用植物园
中国林业科学研究院林业研究所
杭州电子科技大学
兰州交通大学
湖北省新华医院
北京市西城区疾病预防控制中心
福建社会科学院
新疆畜牧科学院草业研究所
重庆市环境科学研究院
上海医药工业研究院
环境保护部南京环境科学研究所
中国科学院遗传与发育生物学研究所
安徽省农业科学院土壤肥料研究所
安徽中医药高等专科学校
北京出入境检验检疫局
山东同圆设计集团有限公司
哈尔滨煤矿机械研究所
青海省海南州同德县兽医站
天津市理化分析中心
上海城市发展信息研究中心
公安部四川消防研究所
天津市植物保护研究所
龙岩市农业科学研究所
贵州省复合改性聚合物材料工程技术研究中心
阜阳职业技术学院
辽宁省经济林研究所
山东省烟台市农业科学研究院
广西农业科学院
上海工业自动化仪表研究院
河北省气象科学研究所
中国气象科学研究院
海南省地质调查院
中国检验检疫科学研究院
中国科学院深圳先进技术研究院
重庆理工大学
辽宁石油化工大学
十堰市电子科学研究所
上海化工研究院
浙江省丽水市实验学校
珠江水利委员会珠江水利科学研究院
河北省电子信息技术研究院
中国热带农业科学院科技信息研究所
黔东南苗族侗族自治州农业科学院
重庆市林业科学研究院
北京印刷学院
达州市农业机械研究所
泰山医学院
云南省林业科学院
淮北市环境科学研究所
东北石油大学
贵州师范学院
泰山学院
广州市环境保护科学研究院
宁波市科技信息研究院
贵州省人口和计划生育科学研究技术指导所
天津市计划生育研究所
河北省科学院地理科学研究所
重庆地质矿产研究院
辽宁省计划生育科学研究院
天津市房产住宅科学研究所
杭州师范大学钱江学院
国家海洋信息中心
南京中医药大学
云南省计算机软件技术开发研究中心
中国中医科学院第二临床医药研究所（中国中医科学院广安门医院）
深圳市疾病预防控制中心
成都中医药大学
宁夏机械研究院(有限责任公司)
卫生部北京医院
河北省农林科学院谷子研究所
广州化工研究设计院
保山学院
山西省考古研究所
武夷学院
江西省永新县人民医院
甘肃省农业科学院植物保护研究所
中国农业科学院柑桔研究所
山东省计算中心
浙江工商大学
哈尔滨体育学院
青海师范大学
上海大学
贵州省植物园
宝山钢铁股份有限公司
广东省昆虫研究所
山西大学商务学院
河南省农科院植物保护研究所
华中科技大学
安顺学院
国土资源部兰州矿产资源监督检测中心
潍坊科技学院
甘肃省中医药研究院
河南省化工研究所有限责任公司
中央电视台
上海勘测设计研究院
北京房山中医院
大连市农业科学研究院
新疆锦龙电力有限责任公司
凯里学院
湖北省农业科学院果树茶叶研究所
黑龙江省畜牧机械化研究所
贵州省轻工业科学研究所
青岛市白蚁防治研究所
泰山职业技术学院
天津市水产研究所
镇江市工程勘测设计研究院
贵州民族大学
四川省轻工业研究设计院
西华大学
中国科学院地质与地球物理研究所兰州油气资源研究中心
辽宁省动物医学研究院
内蒙古自治区水利科学研究院
国家卫星海洋应用中心
云南警官学院
天津市刑事科学技术研究所
安徽省长江计量所
四川工程职业技术学院
西南大学
安徽体育运动职业技术学院
山西省自动化研究所
海南省农垦科学院
六安职业技术学院
江苏省镇江市医疗保险局
怀化学院
广东省珠海市疾病预防控制中心
新疆交通科学研究院
贵州省矿山安全科学研究院
内蒙古科技大学
中国电波传播研究所
上海市建工设计研究院有限公司
中国航空工业集团公司
广东省生态环境与土壤研究所
山东省医学科学院药物研究所
浙江省柑桔研究所
山东省农药研究所
工业和信息化部通信计量中心
福建工程学院
湖南省建筑材料研究设计院有限公司
广州市农业科学研究院
南京能瑞电力科技有限公司
河南省林业科学研究院
甘肃省林业科学研究院
辽宁省森林经营研究所
华北电力大学
长江水利委员会长江科学院
吉林艺术学院
青岛职业技术学院
中国科学院动物研究所
江苏省海洋水产研究所
武汉理工大学
合肥师范学院
中国农业科学院植物保护研究所
福建农林大学
湖南省水利水电科学研究所
中国民用航空局第二研究所
浙江大学宁波理工学院
中国医学科学院整形外科医院
广州医学院
中国政法大学
天津市技术服务监督纤维检验所
广州商学院
云南省药物研究所
黑龙江省农业科学院耕作栽培研究所
大连工业大学
湖南中医药大学湘杏学院
辽宁省蚕业科学研究所
南京大学
辽宁省水利水电科学研究院
山西医科大学
中国农业科学院蜜蜂研究所
北京信息科技大学
仰恩大学
福建省煤炭工业科学研究所
南京航空航天大学
重庆市涪陵区农业科学研究所
成都大学
吉林省人口生命科学技术研究院
上海市农业机械研究所
四川省冶金情报标准研究所
四川省植物工程研究院
浙江红相科技股份有限公司
甘肃省科学院自然能源研究所
厦门理工学院
甘肃省农垦农业研究院
东北师范大学
中国科学院苏州纳米技术与纳米仿生研究所
山东省机械设计研究院
江西省化学工业研究所
中国中医科学院研究生院
河南省计量科学研究院
四川省农业科学院园艺研究所
西南交通大学
安徽师范大学
吉林省轻工业设计研究院
河南省岩石矿物测试中心
国家海洋局东海信息中心
潍坊职业学院
水利部产品质量标准研究所
青海交通职业技术学院
上海化学试剂研究所
中国医学科学院病原生物学研究所
新疆产品质量监督检验研究院
辽宁机电职业技术学院
四川建筑职业技术学院
新疆农科院土壤肥料与农业节水研究所
中国美术学院
广西壮族自治区农业科学院生物技术研究所
阜阳师范学院
四川省食品发酵工业研究设计院
贵州省林业科学研究院
东北电力大学
石河子大学
苏州科技大学
南昌工程学院
云南大学滇池学院
西华师范大学
湖南工业大学
河北师范大学汇华学院
辽宁省海洋水产科学研究院
山东省产品质量监督检验研究院
山东省标准化研究院
首都师范大学
深圳市检验检疫科学研究院
中国科学院昆明动物研究所
山西省农业科学院农作物品种资源研究所
安徽省（水利部淮河水利委员会）水利科学研究院
黑龙江省能源环境研究院
烟台大学文经学院
中北大学信息商务学院
福建省农科院茶叶研究所
三明市科学技术情报研究所
贵州省冶金设计研究院
吉林省建筑材料工业设计研究院
中央教育科学研究所
黑龙江省科学院大庆分院
黑龙江省农业科学院农产品质量安全研究所
国家纳米技术与工程研究院
黑龙江省塑料工业科学研究所
浙江工商职业技术学院
杭州照相机械研究所
宁夏医科大学
贵州省园艺研究所
吉林师范大学
长沙环境保护职业技术学院
西安公路研究院
杭州植物园
青岛科技大学
山东省科学院能源研究所
马鞍山师范高等专科学校
湖北省农业科学院粮食作物研究所
中华全国供销合作总社天津再生资源研究所
交通运输部天津水运工程科学研究所
广西壮族自治区民族医药研究院
重庆市气象科学研究所
秦皇岛玻璃工业研究设计院
公安部天津消防研究所
山东省中医药研究院
贵州省遵义市林业科学研究所
山东省科学院自动化研究所
河南大学
中国林业科学研究院林产化学工业研究所
山东省农业科学院植物保护研究所
上海高分子材料研究开发中心
上海财经大学
黑河学院
中国疾病预防控制中心职业卫生与中毒控制所
中国科学院光电研究院
辽宁省电子研究设计院有限公司
中钢集团马鞍山矿山研究院有限公司
交通部水运科学研究院
山东省农业科学院玉米研究所
西安电子科技大学
工业和信息化部电信科学技术情报研究所
江西省轻工业研究所
重庆造纸工业研究设计院有限责任公司
中国林业科学研究院亚热带林业实验中心
广西壮族自治区疾病预防控制中心
北京市市政工程科学技术设计研究院
中国科学院上海应用物理研究所
铜陵学院
贵州省水利科学研究院
江苏省肿瘤防治研究所
江阴职业技术学院
江苏省质量安全工程研究院
天津科润农业科技股份有限公司蔬菜研究所
贵州省畜牧兽医研究所
中国科学院沈阳应用生态研究所
温州医学院
沙洲职业工学院
首都医科大学附属北京世纪坛医院
广东医学院
广西工学院
浙江省海洋水产研究所
新疆畜牧科学院兽医研究所
阜外心血管病医院
中国热带农业科学院海口实验站
四川省建材工业科学研究院
湖北汽车工业学院
辽宁省农业科学院玉米研究所
山东省造纸工业研究设计院
中国农业科学院饲料研究所
中央民族大学
广西壮族自治区电子产品监督检验所
双鸭山市环境保护科学技术研究所
广西壮族自治区林业科学研究院
黑龙江省科学院火山与矿泉研究所
福建省淡水水产研究所
青海省果洛藏族自治州动物卫生监督所
兰州理工大学
西南民族大学
中国科学院武汉植物园
中华全国供销合作总社南京野生植物综合利用研究院
重庆交通大学
佳木斯大学
福建省气象科学研究所
上海市农药研究所
中国石油大学（北京）
中国热带农业科学院农产品加工研究所
十堰市农业科学研究院
莆田市生物工程研究所
安徽省安全生产科学研究院
天津中医药大学
海南师范大学
赣南师范学院
中国中医科学院眼科医院（中国中医科学院眼科研究所）
黑龙江省农业科学院大庆分院
河南省农科院经济作物研究所
河南省商业科学研究所有限责任公司
云南省建筑材料科学研究设计院
北京市体育科学研究所
中国科学院广州地球化学研究所
湖北省农业科学院畜牧兽医研究所
中国疾病预防控制中心营养与食品安全所
贵州省中科院天然产物化学重点实验室
山西省农业科学院高寒区作物研究所
浙江外国语学院（原浙江教育学院）
解放军305医院
中国民用航空飞行学院
广东财经大学
吉林省农业资源与农业区划研究所
中国农业科学院
天津财经大学珠江学院
浙江省林业科学研究院
河北省人民医院
民政部国家减灾中心
北京市耳鼻咽喉科研究所
芜湖职业技术学院
龙岩学院
山西省地质调查院
中国科学院大连化学物理研究所
兵团农二师农业科研所
北京市计量检测科学研究院
宜宾职业技术学院
淄博市科学技术情报研究所
四川省科学技术信息研究所
北京306医院
湖南交通职业技术学院
中国地质科学院郑州矿产综合利用研究所
湖南省肿瘤医院
辽宁省农业工程研究设计院
山东省农业科学院奶牛研究中心
河北机电职业技术学院
辽宁省林业科学研究院
湖北师范学院
华北水利水电大学
河北化工医药职业技术学院
黑龙江省森林工程与环境研究所
河北省食品质量监督检验研究院
荆门市农业科学研究所
浙江省水产技术推广总站
北京积水潭医院
安徽农业大学经济技术学院
区调所
上海磁浮交通工程技术研究中心
南京工业职业技术学院
广东省微生物研究所
中国水产科学研究院东海水产研究所
浙江医药高等专科学校
四川警察学院
济宁学院
北京洋浦伟业科技发展有限公司
唐山市农业科学研究院
北京地坛医院
中国科学院烟台海岸带研究所
辽宁省畜牧科学研究院
中国疾病预防控制中心妇幼保健中心
广西壮族自治区建筑科学研究设计院
宁夏回族自治区地质矿产中心实验室
济南市环境保护科学研究院
武汉市林业果树科学研究所
解放军第88医院
中国科学院文献情报中心
四川省农业科学院遥感应用研究所
山东省职业卫生与职业病防治研究院
山东棉花研究中心
黑龙江省劳动安全科学技术研究中心
临沂市科学技术合作与应用研究院
安徽农业大学
广西水产研究所
北京语言大学
吉林建筑工程学院
上海对外经贸大学
山东省文物考古研究所
扬州大学
中国科学院武汉物理与数学研究所
贵州省土壤肥料研究所
镇江市计量测试技术研究所
江苏省泰兴人民医院
东北大学
广西桂林茶叶科学研究所
福建省农业科学研究院
上饶市林业科学研究所
山西省针灸研究所
国家海洋局南海信息中心
广州市二轻工业科学技术研究所
黔南民族师范学院
云南省计量测试技术研究院
江苏省测绘研究所
湖南省园艺研究所
天津市胸科医院
西安邮电大学
中国地震局兰州地震研究所
山西大学
山西省农业科学院生物技术研究中心
福州市蔬菜科学研究所
威海市海洋环境监测中心
上海市内分泌代谢病研究所
天津市水生动物疫病预防控制中心
中国农业科学院农业信息研究所
南京邮电大学
河北工程技术高等专科学校
北京大学人民医院
济南市市政工程设计研究院有限责任公司
北京市房地产科学技术研究所
威海市农业科学院
华东师范大学
中国医学科学院临床医学研究所
首都经济贸易大学
集美大学诚毅学院
中国农业科学院农产品加工研究所
中国科学院科技政策与管理科学研究所
北京建筑材料科学研究总院有限公司
青岛理工大学
北京中医药大学东方医院
北京市环境保护科学研究院
北京物资学院
中国科学院上海微系统与信息技术研究所
大理学院
贵阳学院
莆田学院
贵阳中医学院
宁波大红鹰学院
贵阳医学院
云南省机械研究设计院
上海市毛麻纺织科学技术研究所
福建省林业科学研究院
黑龙江省建筑材料工业规划设计研究院
水利部农村电气化研究所
江西省医学科学研究所
中国气象局沈阳大气环境研究所
长春市环境保护研究所
宁夏师范学院
吉林省中医药科学院
黑龙江省农业科学院土壤肥料与环境资源研究所
安徽省气象科学研究所
中科院苏州生物医学工程技术研究所
云南中医学院
中国中医科学院中医基础理论研究所
中国建材国际工程集团有限公司
中北大学
泰安市农业科学研究院
贵州省毕节地区农业科学研究所
宁德师范学院
江西省科学院生物资源研究所
安徽省体育科学技术研究所
江西师范大学科学技术学院
中国气象局上海台风研究所
青岛市农业科学研究院
新疆维吾尔自治区葡萄瓜果开发研究中心
桂林理工大学
沈阳航空航天大学
怀化医学高等专科学校
国家检察官学院
云南省水利水电科学研究院
甘肃省农业科学院土壤肥料与节水农业研究所
上海海事大学
中国航天科技集团公司第六研究院
云南省化工研究院
青海省水利水电科技发展有限公司
北京电影机械研究所
国家海洋环境监测中心
大连市锅炉压力容器检验研究院
安徽工贸职业技术学院
新疆农科院经济作物研究所
苏州工业职业技术学院
武汉科技大学城市学院
上海市市政规划设计研究院
水利部发展研究中心
安徽省农业科学院植物保护研究所
中国科学院空间科学与应用研究中心
黑龙江省科学院自然与生态研究所
广东省农业机械研究所
中国热带农业科学院环境与植物保护研究所
北京大学深圳医院
宁波城市职业技术学院
河北省社会科学院
江苏省扬州市人社局
广西壮族自治区农业科学院甘蔗研究所
江西省寄生虫病防治研究所
东华大学
河北省农林科学院棉花研究所
华东理工大学
南开大学
中国人民大学
江西省交通科学研究院
南京信息工程大学
安徽城市管理职业学院
中国科学院生态系统网络观测与模拟重点实验室
广东第二师范学院
泰州师范高等专科学校
河北工业大学
渤海大学
解放军第161医院
南京市蔬菜科学研究所
山东丝绸纺织职业学院
吉林省纺织工业设计研究院
黑龙江省牡丹江林业科学研究所
中华人民共和国科学技术部
新疆维吾尔自治区药物研究所
河南省机械设计研究院有限公司
重庆市科学技术研究院
北京友谊医院
中国农业科学院草原研究所
上海电缆研究所
德州学院
河北省农林科学院植物保护研究所
浙江农林大学
广州军区广州总医院
长春市农业科学院
毕节学院
江苏经贸职业技术学院
北方民族大学
东华理工大学
上海市公安局刑事科学技术研究管理中心
中南冶金地质研究所
中国科学院上海药物研究所
江苏警官学院
国家广播电影电视总局广播电视规划院
辽宁省药物研究院
古代壁画保护国家文物局重点科研基地（敦煌研究院）
成都地质调查中心（成都地质矿产研究所）
运城市水利科学研究所
黑龙江省中西医结合研究所
江汉大学
中国科学院上海硅酸盐研究所
浙江警察学院
南京体育学院
巢湖学院
贵州师范大学
天津市特种设备监督检验技术研究院
杭州师范大学
中国气象局武汉暴雨研究所
黑龙江省水田机械化研究所
山西省水利水电科学研究院
贵州省亚热带作物研究所
国土资源实物地质资料中心
中国烟草总公司郑州烟草研究院
四川信息职业技术学院
北京信息职业技术学院
山东中医药大学
广东工业大学
陕西省能源质量监督检验所
山东省化工研究院
中国石油化工股份有限公司
内蒙古自治区环境科学研究院
陕西省纺织科学研究所
安徽电子信息职业技术学院
中国石油大学(北京)
西安工业大学
辽宁省干旱地区造林研究所
中国新闻出版研究院
黄山学院
北京同仁医院
四川音乐学院
贵州省烟草科学研究所
天津体育学院
贵州省遵义市农业机械研究所
云南省农业科学院
淮河流域水资源保护局淮河水资源保护科学研究所
清华大学深圳研究生院
江苏信息职业技术学院
重庆市中医研究院
山东科技大学泰山科技学院
北京阜外医院
山东大学
北京服装学院
沈阳药科大学
华北科技学院
浙江省水利河口研究院
中国地震局地震预测研究所
中国石油大学（华东）
安徽国防科技职业学院
中国农业科学院哈尔滨兽医研究所
浙江省中药研究所有限公司
河北省水利科学研究院
贵州省新技术研究所
新疆石河子蔬菜研究所
机械工业第一设计研究院
江西省气象科学研究所
天津市计量监督检测科学研究院
上海市农业生物基因中心
盐城纺织职业技术学院
北京电子科技职业学院
国际竹藤网络中心
中国林业科学研究院森林生态环境与保护研究所
黑龙江省农业科学院玉米研究所
中央财经大学
中国协和医科大学
中国水产科学研究院珠江水产研究所
北京市商业机械研究所
淮南职业技术学院
中国农业科学院北京畜牧兽医研究所
上海市肿瘤研究所
山东省商业集团有限公司
安徽大学
安徽职业技术学院
华中农业大学
国家安全生产监督管理总局信息研究院（煤炭信息研究院）
国家海洋局第一海洋研究所
鲁东大学
中国计量学院
贵州省生物研究所
安徽科技学院
甘肃省科学院机关
河南工程学院
华南农业大学
黑龙江省农业科学院佳木斯分院
凉山彝族自治州亚热带作物研究所
浙江省能源与核技术应用研究院
中国社会科学院考古研究所
黑龙江省科学院高技术研究院
天津商业大学
工业和信息化部电信传输研究所
宿州学院
天津市农村经济与区划研究所
甘肃省农业科学院农产品贮藏加工研究所
黑龙江大学
中山大学
深圳市建筑科学研究院有限公司
江西省职业病防治研究院
新疆维吾尔自治区中药民族药研究所
河南省中医药研究院
江苏省泰兴市洋思中学
武汉市环境卫生科学研究院
北京市理化分析测试中心
人类干细胞国家工程研究中心
秦皇岛市科学技术情报研究所
浙江同济科技职业学院
山西省中医药研究院
张家口市农业科学院
淄博市林业科学研究所
黑龙江省机械科学研究院
沈阳区域气候中心
广西壮族自治区煤炭科学研究所
北京儿童医院
中国安全生产科学研究院
北大妇产儿童医院
湖南大学
北京矿冶研究总院
浙江纺织服装科技有限公司
美康生物科技股份有限公司
河南省水利科学研究院
牡丹江医学院
河南省科学院地理研究所
齐齐哈尔医学院
吉林人参研究院
山东师范大学
沈阳农业大学
湖北中医药大学
江西省农业科学院作物研究所
杭州水处理技术研究开发中心有限公司
浙江科技学院
北京农业信息技术研究中心
成都体育学院
河北省建筑科学研究院
山东省特种设备检验研究院烟台分院
甘肃省计算中心
上海中药创新研究中心
中国标准化研究院
泰州职业技术学院
吉林省文化科技研究所
沈阳地质调查中心（沈阳地质矿产研究所）
中国医学科学院医学信息研究所
江西省水产科学研究所
扬州工业职业技术学院
青岛海洋地质研究所
天津大学
河南省农科院粮食作物研究所
国家林业局竹子研究开发中心
中国科学院遗传与发育生物学研究所农业资源研究中心
通化师范学院
中国科学院云南天文台
国家上海新药安全评价研究中心
广东省农业科学院作物研究所
浙江理工大学
铁道警官高等专科学校
宁夏城乡规划设计研究院（有限公司）
湖北文理学院
江苏师范大学
北京大学第一医院
中国水产科学研究院黄海水产研究所
哈尔滨工程大学
上海市地矿工程勘察院
贵州省心血管病研究所
莱芜市农业科学研究院
中煤科工集团上海研究院
武汉市环境保护科学研究院
山东省特种设备检验研究院
安徽中医学院
鸡西大学
